T_i,B_i
26100,49794
86589,90618
29010,82069
56338,64249
84643,96238
76206,38846
36058,89388
20030,38136
25871,55250
34848,24737
20778,720
3861,51423
913,61975
70777,44306
92569,15965
18635,73912
98253,9579
6933,58846
64820,41775
64503,83397
71795,4277
82138,11509
41723,54511
71351,2966
86321,75581
22544,53322
1229,45490
11627,85711
32593,69027
83891,33761
21027,11407
55240,49005
96022,65260
87700,16408
55112,91978
16877,2974
68824,44160
48108,42980
2939,67525
21300,7785
91884,95859
49127,79968
47359,67362
58477,97240
99294,58384
63486,21825
2495,53654
98259,24675
30842,13305
49583,75346
48470,26276
52028,72694
71081,1845
88486,40188
88209,45838
75353,41754
96,68301
42291,6270
14337,76758
31910,94682
33674,15194
40045,2601
55823,62186
10075,8780
15049,63056
92984,87551
73999,60445
17563,57064
50114,76634
38226,2588
54565,22993
85734,89331
50573,38877
84514,96084
99203,22801
52739,34628
16847,43673
13105,50126
77972,78615
16844,77397
10069,81060
17878,72481
39588,52446
64870,94073
84352,97147
63175,42518
3509,30691
67517,27355
16968,9114
55538,58402
30212,29374
28991,90180
71307,48034
93752,99284
76703,94876
62196,95870
49351,71882
80921,3417
5570,331
93597,87045
16734,69015
67905,51465
97376,17578
37408,94988
57540,66922
43759,41923
67029,41275
37210,63309
62266,98180
37925,78736
17568,71404
22706,7279
57779,99257
76245,18954
80732,39018
33207,36370
20516,91982
43351,20207
25022,19873
11042,35898
78167,68751
35388,91775
29290,37880
75436,65103
86891,14797
46399,72041
48296,70289
41931,13704
88874,54135
76558,22639
65255,53186
2135,41284
62774,98457
90422,65358
93675,45718
70375,31717
43135,91897
64351,66000
70550,12632
81892,90760
57954,56486
65109,11770
7905,1155
24698,27992
26300,76076
95249,75581
86663,39487
64962,48516
7318,43826
19812,70788
94892,76632
16415,76675
49516,56858
96796,60571
62360,55412
81495,9382
85227,38504
9121,69518
40579,57689
74973,81796
51114,56918
21557,94108
76265,71607
16221,57676
20582,23952
58458,95776
7848,22482
36948,59938
91660,32951
83817,774
75807,73641
92018,32357
65623,58986
6969,63167
2598,13971
10037,47880
55160,52781
36658,88631
75345,53026
7575,25231
18198,92348
91023,97949
98005,97480
11988,82298
37520,41145
72286,65908
58254,94913
68115,77594
88077,91749
3222,2898
48110,13991
14959,55086
9977,28869
38866,30471
98288,34938
71343,33158
37337,46319
22328,42328
24462,64226
29118,94930
60717,49822
46975,56697
63612,65880
4652,81913
16284,934
12032,80530
25235,63195
70877,16982
80996,25432
10846,85571
50369,76605
14552,32246
62074,96688
52280,60050
34525,98185
5545,97903
86136,79816
91475,4265
37644,62706
53834,53521
74989,33404
43406,40120
154,13055
44412,71000
18756,50387
35849,10551
43550,31007
53140,34189
64785,40954
16396,62213
99680,8706
81500,55740
17261,55492
50896,17668
12672,80309
87310,14960
29059,62132
36567,13111
88254,11347
37263,92229
26076,12001
91703,66401
74215,66543
77831,99578
14637,87952
59921,75420
18032,56117
74995,35948
18362,39664
2724,71800
45596,35761
77508,83629
4030,96101
31638,675
7028,36785
47652,90703
81335,33295
98554,90492
45073,37747
47105,35629
90036,72765
83191,7100
18054,77201
65188,32013
54309,23970
84162,11566
94730,91017
99211,20051
28354,80521
9463,8237
8925,14681
97343,983
94215,93483
79569,56900
44363,25281
68797,24050
82590,77671
22338,29127
60163,34396
24688,3913
60237,93561
71931,99182
21008,99904
67909,26306
80311,79645
18624,69195
2478,86053
61349,44918
27279,86279
21627,32079
50787,69860
68301,87933
35133,30798
24942,3594
65465,71286
34601,36391
98887,60326
53401,492
19435,9074
60036,93591
78367,49018
12251,86188
85395,48713
61481,27959
57779,95346
59514,92515
75410,66947
70641,3987
3343,40424
85946,65043
51028,58956
18815,77109
30344,69532
39242,32249
72956,52081
8741,21553
60516,22684
5511,98268
36462,40055
80112,26271
54572,60119
86431,22192
50785,7333
47461,70814
61152,14204
36372,28720
43326,88660
90770,1398
39220,5516
66450,71827
84609,57359
6862,6988
68553,31748
23913,337
65846,42041
68902,35495
43434,56705
52360,2326
40787,7139
51956,24642
98556,40659
89348,17921
55656,15230
99118,64379
80120,76343
36150,89332
16222,68296
26441,69867
5442,90729
60820,43647
33118,51288
74706,5030
19571,37753
74094,45366
66662,46032
2810,61933
47476,68489
30149,465
67317,45447
51394,79723
49648,12235
78950,14687
9598,78576
31596,95725
18116,27491
63062,42694
91559,87637
32559,44322
49205,68051
52067,84803
56778,20108
26228,91972
54434,71612
21581,64856
30423,14092
37067,94990
91365,83325
89420,43330
97619,17563
79400,69344
30176,61695
17365,98680
6613,1065
48895,10248
44278,53932
92220,39768
51541,33247
28143,51073
6335,5490
1267,74404
40904,54196
5047,57508
83323,90976
31690,12109
59673,53134
49108,21490
18451,65485
37661,97734
85582,60820
11092,56634
92851,84923
7457,64609
94056,98033
30975,43981
27146,94253
18076,85926
29756,19897
8695,62682
24274,21976
90837,65202
98257,97429
98332,61945
76935,64420
39907,58763
88241,13175
41297,86358
56170,48220
79124,39212
90368,65307
37694,48505
35107,71344
63179,58220
62788,32681
77571,88715
69584,58642
93344,63493
86216,28513
57233,13530
75842,48745
41992,76469
95601,75086
52040,51737
71165,34127
49647,57720
36284,89713
87501,33522
36651,50701
19239,49376
39939,87655
5508,15871
47458,69344
59961,92721
4069,6736
46824,942
66980,66300
56640,90641
99977,5264
44783,43499
73367,21834
6826,34529
39460,52773
23460,75343
60681,66285
78737,33847
72130,65808
80214,61612
50832,52810
29615,68321
75302,25706
83406,48948
98587,47557
48472,36953
64084,78280
15305,29619
15777,72078
61035,51031
53652,25934
87285,16803
22428,1103
30848,64863
98223,99474
21704,50865
81742,97423
67102,70870
8001,28283
21208,79178
93896,53137
38363,68619
67846,83339
86312,33449
22304,32418
83723,81928
87916,34619
93667,17962
50794,91378
93244,33413
77967,28251
40431,84399
80591,10798
49985,40085
12913,71521
60334,87045
18535,12637
63920,74396
63260,58256
34238,35590
39774,65144
1885,46628
16965,71904
38329,14022
59684,14435
99227,83711
87566,49447
7340,17158
28126,68661
17542,31902
29446,54796
61152,56521
85631,81362
84086,26558
41575,69531
67871,22503
19688,82446
84794,97642
55711,42766
97125,60526
43079,21831
62541,72316
28306,32121
15488,92993
36921,30317
19529,74883
53143,19105
97621,98884
81712,6199
43926,33765
12260,49111
41057,70175
18133,8563
95376,54014
40067,56256
26984,73141
60366,37083
33435,10195
47050,66228
119,99801
41586,62087
77912,6143
84427,82993
45021,42116
58560,12820
26734,25058
74037,44489
28990,68352
44972,24166
65112,37333
96018,4486
68014,45650
82664,9464
66063,99538
3046,51312
21177,45132
7367,58714
34926,5295
90332,74812
73969,62824
46725,37832
64198,41812
26545,83662
88548,97855
5159,69173
18377,89867
99994,34259
54667,91677
74873,55844
36480,98987
59121,9501
76752,97610
96672,40118
91681,1035
82228,81837
29816,66822
66953,91827
47367,6992
50344,21568
59330,79302
84132,99329
84955,89647
66750,91850
59271,80504
76719,41597
20852,95843
78045,47478
21476,68587
71657,29261
22232,68742
77404,12043
58197,63453
2706,54068
71464,22808
84692,65726
56867,46951
69365,41724
59633,24869
83003,49805
1694,41581
8888,70639
3218,58163
97773,4694
17166,57289
70604,15830
57961,47085
27051,61217
77763,96997
1389,43989
13063,19387
50647,60952
49199,47053
47761,88001
38489,44227
571,69228
23042,55140
54038,17252
78581,70427
91471,42553
95828,90792
22222,83284
52444,72544
78355,32656
3264,99361
34722,7352
57396,96793
88298,34148
41589,15908
4091,13230
66446,49358
44310,14973
75087,67639
69999,73635
73013,51099
65557,68524
81903,21386
76887,28254
77529,15204
96765,11069
65053,79247
3633,56982
59127,75140
96550,36872
82413,65544
57158,71248
99813,3618
52076,99005
36257,95943
11587,60849
28976,84052
47181,15241
96327,88080
95703,36162
17891,45926
30965,56908
53794,17428
77732,12110
88439,75057
83780,74502
48579,77549
85469,67547
44695,11366
53754,84133
47928,92265
92658,1597
97639,11038
71564,83004
36139,27743
83667,29948
98035,20473
37658,51707
30066,80053
52429,18443
68729,17935
34883,86833
79455,27598
40,94725
5721,54389
66206,19096
88052,11418
65415,30958
84455,23133
36129,73378
87527,91974
29583,13034
80060,1065
10993,4859
68378,99154
90550,87285
15762,57751
39262,21234
66205,23399
16483,17457
36575,55081
35394,29119
2302,86242
83246,40820
78571,99887
28388,39484
89787,99615
45818,70065
41908,44723
92616,38109
39232,54228
45878,85433
16259,10922
49485,15404
90858,12523
86257,49616
41276,8811
45176,29010
4580,26610
70251,20797
19620,66588
66844,80507
5140,82886
12672,47125
59210,24642
12121,81192
68822,58992
77789,44955
4772,93090
2764,99458
36334,63285
81906,3959
87309,75417
68500,93779
83512,38256
20336,19875
11708,36981
831,26001
69317,52487
20496,14059
14558,54700
2469,65789
15114,76961
8154,41331
34703,11927
60119,42558
53621,58047
44504,6855
63827,53886
64271,3615
32967,91821
56015,51732
21863,27258
75671,4292
48454,90325
97415,51233
61409,84439
2083,84175
86731,8661
93263,28850
68737,55693
74357,12896
34771,99204
78872,56292
44408,78703
33387,17384
10551,53809
79340,50639
94594,76515
10274,72867
17699,46557
72862,12046
9871,2297
66532,35761
95484,64750
47224,36248
37673,41725
69739,52811
93325,67767
1490,55476
83602,63402
20931,75180
12124,27061
24033,36493
25413,98086
11616,25134
85323,40665
74083,42839
33244,789
79749,32444
1830,36584
44337,1137
71148,45024
93492,10036
51349,50468
87291,16814
69756,46254
85471,14014
35582,63629
78590,8915
95512,39152
18483,77595
11750,51878
77354,31659
93176,76511
38277,74964
64947,984
41325,29491
57043,6803
98374,73037
84622,551
19550,18010
39847,61074
26714,47590
65824,82018
43971,16158
61078,71804
48368,92596
48619,71665
44703,87644
10448,40401
59480,31469
74044,11926
71615,86036
95934,18231
67070,67532
85768,18870
38392,43194
51365,55303
90742,87887
40814,29901
36671,32160
42190,37998
52501,83678
11963,13510
76923,76403
33932,51103
29209,11945
96547,67336
33841,2702
63355,71167
25278,4028
67838,36368
93643,98717
12753,93449
14270,50834
18238,8047
83652,72250
14002,35044
92380,5205
58131,29026
47584,29989
8072,74513
7058,48649
76500,82423
2718,81947
82258,51507
28619,25246
55457,72595
75174,85371
44422,34084
50096,15380
34626,80943
27391,69417
96469,72017
71276,97649
32451,26830
94953,20942
88539,87705
83753,24787
14852,25817
34970,7488
8481,16829
83566,76130
97606,21183
13206,61798
31638,77303
72830,82857
59608,95134
51524,55226
27725,45749
49699,50661
21239,50445
69885,92121
77218,86568
82205,95363
36935,89191
89813,42685
94331,15276
51543,7179
19416,54297
45901,20905
46420,79465
43183,25787
23148,15359
88661,53336
86487,49406
93770,96917
65266,82029
49530,93377
66613,49389
34922,46592
31991,87099
46005,86882
73127,21275
34463,39743
99390,11869
75849,72954
53774,49159
75961,45870
19799,81724
52784,87540
6632,84878
40779,2783
29776,17093
59673,7618
62219,37444
16532,46838
31952,21164
89035,49095
1629,3793
83755,23506
56634,413
97175,44126
1914,84005
57838,20278
60772,53289
42614,84238
24429,54635
63345,52210
7291,84963
81294,14418
59529,24382
82306,70524
89445,18853
50907,26362
71223,64743
37026,26566
46610,54259
38981,68676
19611,94174
12113,85297
65838,26944
75643,18356
94924,54763
35694,76300
47375,64242
99465,84505
48962,17029
28496,37213
85219,96174
97202,64851
75340,11306
98435,98273
25509,63741
95778,2199
10461,29230
6078,91655
46025,86433
57144,83935
72264,45426
8694,86638
49108,17374
4730,27819
77253,62042
2589,30189
83948,54609
58440,71081
47447,83354
9747,19463
23953,1671
3733,16448
69908,82227
16812,35920
28238,47234
94930,52542
20045,34595
16556,53904
51431,31591
7927,98980
52308,51481
54384,95745
13249,34385
75061,79072
95076,88187
17600,58388
92993,23760
58172,82399
58830,88490
42455,44044
37063,46942
1723,73167
1709,91446
82220,70530
50743,55232
27724,2984
74559,69297
35220,74731
825,5379
96997,57253
49106,48481
53240,86604
26333,24085
8659,85035
43190,63172
48937,18717
26207,44036
90197,63516
12822,72469
87838,58525
34954,86450
13031,34393
2598,31819
77687,70365
78708,66889
93972,87207
97486,30463
64825,48621
85327,75434
32532,48063
98939,73826
5166,64612
32327,29281
27161,51486
76362,33541
35318,29466
20118,45188
79385,25389
9421,92354
82953,53711
90121,81404
99163,80862
37988,26483
23912,20113
96885,41537
97705,27795
77772,66524
53803,77093
49005,46739
11354,87377
51960,17870
55414,3313
16772,45250
16146,86839
48934,12137
78539,49091
61497,93517
89539,91012
29167,71384
24507,43934
84260,74288
43449,24754
92706,90084
13690,77688
60971,78610
43756,75813
92524,882
50786,86840
58831,36910
80789,84114
64109,60137
43893,12383
82769,83365
46720,18230
15689,15541
1018,95491
5822,27225
6111,7881
73899,34585
7454,51904
43931,85804
49190,71210
73230,87288
73750,1065
17902,28932
50888,18701
35342,12347
28974,74747
95983,18708
28973,21822
33917,68420
80545,84299
84207,72445
15,38398
77105,49557
66707,52224
49925,5093
40402,73063
46629,56372
21187,81763
23981,55000
27972,38567
52065,17998
55522,39773
58869,12435
51309,44260
54379,40928
5639,46538
97828,55520
51228,19187
1245,5404
8210,35295
58101,82946
6827,96026
89149,8142
73162,27901
6531,10758
89358,98387
93253,6609
72669,82761
23830,23148
18453,62532
30049,15135
17909,95758
18777,23997
30774,79827
42647,13791
74094,49674
79364,73741
98293,12309
90104,8201
9379,66712
89012,99237
36253,83147
71975,66662
56953,81272
54822,69114
11537,40786
76748,96810
35717,88599
73219,38724
36866,73780
71746,65004
10036,14929
57048,35841
75808,6404
28853,97481
65732,25331
9579,56466
73179,68465
72678,7310
66505,20622
63897,50811
72334,84129
46286,37809
20006,13468
44531,52491
56450,73887
30025,12455
83882,88587
60369,86747
2953,46433
65897,41172
24387,34432
92209,32561
44918,43238
86310,55460
1597,50581
68641,23618
18587,50755
54725,28361
92072,83115
63382,91076
19255,43427
82267,8110
33711,51970
43981,46416
12193,7419
16264,73151
81830,70537
27046,25399
58754,12151
76018,63180
67061,88082
23479,23249
59407,85233
64667,1190
61808,72453
61911,68740
80730,8520
21682,49922
80053,84108
47698,14941
72159,77200
76465,29153
49045,91768
80573,69188
5375,21709
7664,17340
64389,40972
54288,26750
68917,67618
3737,82650
2873,47229
52306,19038
62643,52466
22095,96458
82578,65235
37921,95289
78399,54544
57269,39088
93734,68531
18129,40773
66839,33100
51826,94466
47046,44491
61063,57143
95882,35611
65190,33202
9227,55924
33923,80828
83031,13026
97058,96221
95074,88661
86863,79710
77954,35955
98351,89802
32142,64022
8538,57845
41240,19364
56353,95238
1002,92302
66050,79442
63228,65749
82067,16800
79519,42764
56979,47609
63547,1832
14495,61998
4800,73870
98976,58981
53158,99725
28658,36030
43038,60507
16939,52735
43216,5986
16998,36583
79310,52382
75176,65167
24562,70369
37065,42157
69451,35258
50759,37933
63464,21453
65690,46615
78795,40881
24560,9021
40807,58953
93369,747
1158,19819
94565,27313
19822,36250
40962,52967
50532,23008
41554,2652
90679,93187
5350,57796
36412,14234
43588,30075
69312,79810
10925,44377
20440,41504
79085,94993
44664,16133
99545,48118
36595,86322
60688,47413
74638,12436
51477,42154
54622,41637
57037,9584
41214,34379
11681,12225
6550,28943
15841,56063
87327,38761
59949,49651
24598,24485
25176,84009
70533,53623
88673,13540
3353,60816
42502,52267
15074,31172
51416,74606
17455,3121
70054,57351
32765,42506
86150,72276
18462,9356
37123,87219
12507,43202
2451,96569
73826,29124
95302,53196
57341,34446
80781,18644
60511,70722
69640,53282
48528,70463
61500,17997
31484,24466
50531,95997
90810,24334
27419,24093
47401,20763
34844,95918
53388,43160
66978,97266
85142,57527
58905,32782
34870,68057
26968,60573
71766,16680
76357,41033
11187,70550
1991,72934
59192,55633
73092,88208
86385,11105
59685,66349
38351,29522
1594,18034
76469,64616
37270,61011
84314,16206
55042,78549
36826,1636
93217,65936
6588,74559
47810,57822
62829,20463
95694,61498
54962,82275
65537,19416
42624,83497
34042,96465
4327,63584
58757,23212
69861,3884
79016,98260
2812,9019
77821,67909
55609,13610
64579,86561
81110,47342
41001,97541
66417,94500
89970,17970
52440,30451
89391,80540
28177,97862
7415,37571
30751,20316
49574,94767
68776,3519
31712,29044
88519,42555
73950,43439
83868,98437
60720,89598
2485,49571
38883,65548
49613,52638
96955,28960
76604,82856
74776,17559
35115,41761
17268,94025
71659,55733
40728,37239
25246,34914
83941,42598
98814,50693
9054,26510
71520,25582
67372,14551
9045,71646
29265,2039
25094,21903
38815,86370
22890,39574
24941,53761
91288,27957
36343,95137
23305,41536
29678,87703
76365,5184
81160,76176
47294,70193
13869,66142
2989,69016
23664,44050
39715,24051
926,19812
93271,99202
11194,91705
29798,29401
54363,36528
39244,14311
2420,20735
81035,69748
64858,90147
36123,85097
66159,997
76344,61032
21391,1229
49857,30111
17839,2929
37589,21717
50536,260
62384,56588
98331,19037
42343,90166
13981,29126
15966,54968
39295,14509
97707,94340
10313,35231
28908,5540
62776,4865
38490,88648
38081,53091
54901,8018
57763,56616
88021,90204
21936,76309
7351,79546
70426,80274
61475,23958
44798,21889
39178,97603
52641,57235
72997,52621
4005,34434
40967,3334
17681,3837
70588,34783
8854,1392
69863,12384
55884,81351
30785,22703
27138,59615
65198,71685
47479,97104
8741,64333
53307,29395
83281,2743
91817,25118
50126,45339
51378,24470
63503,62416
71638,62492
83036,70769
30411,44019
42493,50215
12916,2190
34638,4305
86319,77077
77865,78395
96625,80314
59398,39190
48022,55604
18729,8804
55194,89633
67376,52768
32204,65998
47479,35891
54366,61448
33137,59164
42103,77050
93437,21174
75244,25709
41897,87875
4075,76931
93422,58199
91596,24349
94029,4773
22850,22381
52658,46783
20044,89702
54564,27333
96515,37930
27261,73212
75775,78906
70301,56190
19312,44672
25956,85335
65970,61341
96093,21317
79127,80313
